
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101
SIM,123456789101,14:10:57,05/dev
SIM,123456789101,14:11:52,05/dev
SIM,123456789101,14:13:28,05/dev
SIM,123456789101,14:37:37,TURMA 05/DEV
SIM,123456789101,15:38:57,25/RECP 04 - Recepcionista - 9h até 12h
SIM,123456789101,15:39:06,25/RECP 04 - Recepcionista - 9h até 12h
SIM,123456789101,16:56:15,25/ADMN 03 - Auxiliar Administrativo - 9h até 12h
